presupuesto_usd,deadline_dias,tipo_servicio,infraestructura_cloud,horas_hombre
1161.09,68,Sitio_Web,1,62.2
3584.08,135,Sitio_Web,0,207.5
2835.54,55,Sitio_Web,0,165.7
9965.16,31,Plataforma_SaaS,1,392.9
2175.46,16,Sitio_Web,0,136.9
12170.64,124,Plataforma_SaaS,1,488.8
3157.74,150,Sitio_Web,1,158.9
2250.93,163,Sitio_Web,1,137.6
24807.04,98,Plataforma_SaaS,0,1208.1
3492.7,140,App_Movil,0,168.8
6195.14,150,App_Movil,1,274.3
7337.1,154,App_Movil,1,354.4
7528.2,86,App_Movil,1,333.0
1810.99,77,Sitio_Web,0,129.5
20126.32,84,Plataforma_SaaS,0,961.8
22745.45,49,Plataforma_SaaS,1,907.5
11448.47,160,App_Movil,1,523.8
3376.3,96,Sitio_Web,1,167.9
10655.22,84,App_Movil,1,484.4
2561.74,167,Sitio_Web,0,169.5
3442.84,32,Sitio_Web,1,179.7
1771.21,127,Sitio_Web,1,90.0
6586.31,51,App_Movil,0,372.4
12704.43,69,Plataforma_SaaS,1,516.9
7206.49,74,App_Movil,0,381.8
5570.22,160,App_Movil,0,320.6
11654.5,8,App_Movil,1,530.9
1801.1,148,Sitio_Web,0,105.9
1113.74,114,Sitio_Web,0,46.6
16482.71,36,Plataforma_SaaS,0,777.4
982.72,55,Sitio_Web,0,76.0
8989.78,146,Plataforma_SaaS,0,448.9
4974.5,50,App_Movil,0,269.5
7179.15,167,App_Movil,1,305.4
6899.26,19,App_Movil,0,361.7
10197.23,84,App_Movil,0,534.4
20310.54,132,Plataforma_SaaS,0,958.3
14673.73,104,Plataforma_SaaS,1,607.2
6003.34,32,App_Movil,0,344.8
1812.7,155,Sitio_Web,1,79.4
9965.96,162,App_Movil,1,448.4
7937.3,54,Plataforma_SaaS,1,304.6
841.03,174,Sitio_Web,0,50.3
10159.9,72,App_Movil,1,473.6
7294.32,93,App_Movil,0,404.7
4177.93,85,App_Movil,1,196.1
1553.81,29,Sitio_Web,1,75.7
11392.54,87,App_Movil,0,627.8
22471.05,54,Plataforma_SaaS,0,1085.1
3071.31,130,Sitio_Web,0,188.3
2343.12,136,Sitio_Web,1,116.0
16365.83,90,Plataforma_SaaS,0,788.7
3920.78,26,Sitio_Web,0,238.1
24383.87,52,Plataforma_SaaS,0,1165.0
4937.42,137,App_Movil,1,214.4
3395.53,18,Sitio_Web,1,159.8
10550.37,46,Plataforma_SaaS,1,412.7
4921.84,72,App_Movil,1,219.6
9084.84,106,App_Movil,0,487.1
2096.0,84,Sitio_Web,0,119.6
11383.9,22,App_Movil,1,505.3
1084.83,89,Sitio_Web,0,68.0
2436.88,168,Sitio_Web,0,160.0
23533.39,50,Plataforma_SaaS,0,1129.5
3693.16,140,Sitio_Web,0,220.8
4408.76,106,App_Movil,0,228.7
1973.24,28,Sitio_Web,1,96.4
18144.19,24,Plataforma_SaaS,0,882.8
1310.06,18,Sitio_Web,0,89.0
24424.4,129,Plataforma_SaaS,0,1182.1
11232.74,123,App_Movil,1,514.8
1334.24,57,Sitio_Web,0,84.4
1187.7,77,Sitio_Web,1,63.4
1073.31,54,Sitio_Web,1,56.1
11184.99,25,App_Movil,0,599.8
1419.6,12,Sitio_Web,1,71.8
14493.13,90,Plataforma_SaaS,1,581.9
7039.66,161,App_Movil,1,323.1
2716.84,59,Sitio_Web,1,136.8
3645.62,113,App_Movil,0,217.9
5040.83,107,App_Movil,0,260.1
3780.77,54,Sitio_Web,0,234.4
3706.91,141,Sitio_Web,0,222.0
3300.13,75,Sitio_Web,1,165.0
3174.61,17,App_Movil,0,163.3
5943.06,149,App_Movil,1,277.6
8651.63,137,App_Movil,1,395.9
11953.42,128,Plataforma_SaaS,1,486.5
23372.56,75,Plataforma_SaaS,1,936.6
8705.01,29,App_Movil,0,466.8
8294.32,43,Plataforma_SaaS,0,397.5
3708.82,15,Sitio_Web,0,226.9
3864.85,21,Sitio_Web,0,211.8
1048.68,137,Sitio_Web,0,71.7
2503.55,99,Sitio_Web,0,174.5
5730.28,23,App_Movil,1,262.7
14071.1,160,Plataforma_SaaS,0,672.6
1374.88,155,Sitio_Web,0,80.9
2649.83,78,Sitio_Web,1,139.6
11621.81,155,App_Movil,0,625.0
16055.31,127,Plataforma_SaaS,0,779.3
1065.33,17,Sitio_Web,1,51.5
8580.01,172,App_Movil,1,403.2
1888.71,78,Sitio_Web,1,111.3
3538.96,112,Sitio_Web,0,209.0
14824.21,131,Plataforma_SaaS,1,592.2
10471.11,41,Plataforma_SaaS,1,418.6
1411.54,125,Sitio_Web,0,84.6
20837.76,20,Plataforma_SaaS,1,824.0
5390.29,20,App_Movil,1,231.7
20810.2,16,Plataforma_SaaS,0,1011.4
4852.99,146,App_Movil,0,273.0
5895.18,44,App_Movil,1,276.0
7189.38,114,App_Movil,1,322.8
11488.76,125,App_Movil,0,639.3
3781.54,40,Sitio_Web,1,188.9
1461.99,175,Sitio_Web,0,96.3
1946.3,16,Sitio_Web,0,102.9
4344.59,128,App_Movil,0,232.3
2431.95,151,Sitio_Web,1,120.0
7145.24,151,App_Movil,1,320.9
23213.68,121,Plataforma_SaaS,0,1101.0
3776.02,7,Sitio_Web,0,233.6
6452.11,18,App_Movil,0,358.7
7425.64,109,App_Movil,1,326.7
23132.25,10,Plataforma_SaaS,1,913.8
3381.46,176,Sitio_Web,1,161.4
3032.91,147,App_Movil,1,141.4
12761.07,104,Plataforma_SaaS,1,504.5
14591.94,112,Plataforma_SaaS,0,699.1
5067.45,91,App_Movil,0,262.9
4796.14,127,App_Movil,0,278.8
3340.06,138,App_Movil,1,151.0
18580.66,88,Plataforma_SaaS,1,754.7
5362.59,25,App_Movil,0,294.5
967.51,136,Sitio_Web,1,48.0
11157.63,18,Plataforma_SaaS,0,534.6
10217.23,87,App_Movil,0,544.5
10663.4,80,App_Movil,1,475.3
2345.81,104,Sitio_Web,1,107.2
6744.64,12,App_Movil,1,292.3
3929.13,142,Sitio_Web,0,256.6
4805.08,131,App_Movil,0,262.3
1489.15,57,Sitio_Web,1,89.1
5626.8,17,App_Movil,0,295.9
10109.63,133,Plataforma_SaaS,0,472.7
2013.97,146,Sitio_Web,1,90.9
23395.02,79,Plataforma_SaaS,0,1118.7
8538.13,8,App_Movil,1,384.6
14415.04,14,Plataforma_SaaS,1,575.1
23819.39,145,Plataforma_SaaS,0,1135.6
3436.18,130,App_Movil,0,186.4
4892.49,59,App_Movil,1,221.9
17185.99,16,Plataforma_SaaS,1,694.5
8539.97,118,App_Movil,1,399.0
926.58,14,Sitio_Web,1,42.7
6627.35,42,App_Movil,1,310.4
18684.77,112,Plataforma_SaaS,1,748.1
19565.27,20,Plataforma_SaaS,0,923.9
18486.52,92,Plataforma_SaaS,0,905.2
5885.07,155,App_Movil,0,340.5
8683.36,56,Plataforma_SaaS,0,423.0
2166.76,173,Sitio_Web,0,130.9
4158.79,26,App_Movil,0,221.9
3832.4,93,Sitio_Web,1,187.0
2320.55,141,Sitio_Web,0,151.3
1815.23,143,Sitio_Web,0,108.7
3252.17,135,Sitio_Web,0,211.9
7481.54,160,App_Movil,0,404.4
1792.11,172,Sitio_Web,0,103.4
10307.71,44,App_Movil,0,550.6
3574.89,50,Sitio_Web,0,207.1
2953.63,92,Sitio_Web,1,152.8
950.29,50,Sitio_Web,1,34.6
2612.23,80,Sitio_Web,1,122.4
9869.65,125,App_Movil,1,457.4
4228.53,128,App_Movil,0,218.8
5058.04,140,App_Movil,1,236.2
10942.46,151,App_Movil,1,471.8
864.39,57,Sitio_Web,0,66.4
20549.09,44,Plataforma_SaaS,1,809.3
7263.96,158,App_Movil,0,383.5
7020.95,57,App_Movil,1,322.7
822.71,16,Sitio_Web,1,43.8
3422.07,126,Sitio_Web,0,214.3
1951.44,155,Sitio_Web,1,84.8
2530.45,76,Sitio_Web,1,123.7
9095.71,91,App_Movil,1,403.1
9323.67,63,App_Movil,0,492.4
11603.82,132,App_Movil,1,528.1
16564.12,45,Plataforma_SaaS,0,804.5
14194.95,39,Plataforma_SaaS,0,678.0
11583.33,24,App_Movil,0,640.7
18557.98,63,Plataforma_SaaS,1,734.5
1754.08,102,Sitio_Web,1,102.7
1204.69,54,Sitio_Web,1,65.9
3496.17,48,Sitio_Web,1,162.6
6259.63,33,App_Movil,0,357.8
18888.45,80,Plataforma_SaaS,0,902.2
2306.61,116,Sitio_Web,0,150.4
10580.74,176,Plataforma_SaaS,0,509.3
2725.4,38,Sitio_Web,0,167.3
8092.3,32,Plataforma_SaaS,0,397.4
2122.7,31,Sitio_Web,0,135.8
2549.17,81,Sitio_Web,0,149.5
6924.42,29,App_Movil,0,379.2
3195.75,63,Sitio_Web,0,196.3
3449.36,132,Sitio_Web,1,174.6
3267.98,93,Sitio_Web,1,161.4
7698.63,37,Plataforma_SaaS,1,310.1
4747.16,70,App_Movil,0,276.0
2517.14,39,Sitio_Web,0,148.1
11413.4,8,App_Movil,1,525.7
10514.61,24,App_Movil,0,561.6
3496.11,167,Sitio_Web,0,201.0
5728.87,90,App_Movil,0,342.1
2174.23,41,Sitio_Web,0,135.9
2306.26,120,Sitio_Web,0,144.1
4416.34,152,App_Movil,0,244.4
899.42,116,Sitio_Web,1,59.0
11522.13,94,App_Movil,0,626.3
5166.41,78,App_Movil,0,287.1
1567.84,131,Sitio_Web,1,67.8
3750.41,36,App_Movil,0,212.4
3771.22,178,Sitio_Web,0,223.9
17435.27,59,Plataforma_SaaS,1,704.1
9003.33,144,App_Movil,0,469.0
23408.38,93,Plataforma_SaaS,0,1129.9
6110.58,145,App_Movil,0,307.6
2788.82,170,Sitio_Web,0,164.6
3349.2,167,App_Movil,0,163.8
10361.91,19,Plataforma_SaaS,1,420.8
10481.21,46,App_Movil,0,566.7
20801.83,95,Plataforma_SaaS,0,990.8
13311.57,74,Plataforma_SaaS,0,653.3
2005.79,48,Sitio_Web,0,111.4
2507.37,153,Sitio_Web,1,95.1
3002.17,100,App_Movil,0,167.3
5171.2,25,App_Movil,0,261.6
10748.17,29,Plataforma_SaaS,0,507.3
11508.69,60,Plataforma_SaaS,0,547.2
3378.9,71,Sitio_Web,0,188.5
1694.96,146,Sitio_Web,1,79.8
10447.38,30,Plataforma_SaaS,0,487.4
2413.64,40,Sitio_Web,0,146.4
22581.61,59,Plataforma_SaaS,0,1071.6
5172.15,142,App_Movil,1,233.0
3706.83,24,App_Movil,0,211.8
1940.5,63,Sitio_Web,1,104.8
9728.87,118,App_Movil,1,437.0
7956.21,11,App_Movil,1,348.1
10351.14,160,App_Movil,0,560.6
3870.69,164,Sitio_Web,0,225.3
10133.96,19,App_Movil,1,458.0
17868.46,89,Plataforma_SaaS,1,697.6
2378.69,35,Sitio_Web,1,127.0
928.22,9,Sitio_Web,0,56.0
3949.83,96,Sitio_Web,0,259.1
6451.33,110,App_Movil,0,361.4
4370.05,129,App_Movil,1,202.3
9000.38,82,App_Movil,0,484.8
1709.72,136,Sitio_Web,0,95.3
2674.49,114,Sitio_Web,1,143.1
8280.91,162,App_Movil,0,444.9
7011.57,88,App_Movil,1,327.2
22050.14,83,Plataforma_SaaS,0,1062.4
1647.89,8,Sitio_Web,0,103.0
7037.69,133,App_Movil,0,386.0
7839.23,141,App_Movil,1,343.6
8972.62,32,App_Movil,0,474.3
10055.75,94,App_Movil,0,532.4
6553.27,22,App_Movil,1,305.4
18628.84,157,Plataforma_SaaS,0,884.7
1281.96,174,Sitio_Web,0,68.7
3784.47,79,Sitio_Web,0,232.4
6447.53,38,App_Movil,0,345.6
9565.69,21,App_Movil,1,426.7
865.09,147,Sitio_Web,0,47.2
1456.6,11,Sitio_Web,0,64.1
2358.66,80,Sitio_Web,0,131.9
22808.54,58,Plataforma_SaaS,1,924.2
2487.22,83,Sitio_Web,0,143.8
3775.59,175,Sitio_Web,0,207.5
2348.15,116,Sitio_Web,0,130.8
2369.44,149,Sitio_Web,0,145.8
1183.19,112,Sitio_Web,0,74.4
10223.91,133,App_Movil,0,549.1
1590.29,13,Sitio_Web,1,72.6
23193.02,46,Plataforma_SaaS,0,1099.2
3714.64,162,Sitio_Web,1,189.4
11489.79,166,App_Movil,1,525.4
16364.15,105,Plataforma_SaaS,0,798.4
9093.84,149,App_Movil,0,480.0
10006.64,91,App_Movil,0,554.0
1219.25,71,Sitio_Web,1,60.4
2723.06,138,Sitio_Web,0,163.6
3308.68,17,App_Movil,0,187.6
15956.19,114,Plataforma_SaaS,0,760.5
4393.58,32,App_Movil,1,176.1
4646.31,171,App_Movil,1,216.1
6285.43,157,App_Movil,0,342.9
6891.93,91,App_Movil,1,306.5
2794.15,174,Sitio_Web,0,173.9
3669.86,157,App_Movil,0,206.4
16066.45,129,Plataforma_SaaS,1,627.5
1384.4,150,Sitio_Web,0,83.3
8165.78,74,App_Movil,0,418.2
2839.69,110,Sitio_Web,0,169.1
8010.38,86,App_Movil,1,356.7
3162.55,165,Sitio_Web,1,163.0
6020.48,59,App_Movil,1,260.2
20771.92,112,Plataforma_SaaS,1,826.7
2184.85,159,Sitio_Web,0,98.9
7357.66,50,App_Movil,0,402.9
18665.84,146,Plataforma_SaaS,0,895.1
7330.45,96,Plataforma_SaaS,0,352.7
2892.78,107,Sitio_Web,0,158.6
2779.47,103,Sitio_Web,1,143.0
1791.51,15,Sitio_Web,0,124.0
8544.3,18,Plataforma_SaaS,0,408.3
8636.84,75,Plataforma_SaaS,0,421.1
11309.01,34,App_Movil,0,602.0
19407.03,62,Plataforma_SaaS,1,775.5
4143.92,105,App_Movil,0,208.5
6210.51,116,App_Movil,0,343.2
2695.95,83,Sitio_Web,1,136.4
22040.29,109,Plataforma_SaaS,0,1045.7
939.71,112,Sitio_Web,0,48.4
11259.4,115,Plataforma_SaaS,0,541.1
23015.48,118,Plataforma_SaaS,0,1114.0
3082.49,64,App_Movil,1,153.5
1444.48,84,Sitio_Web,1,70.9
3868.88,81,Sitio_Web,0,218.5
2762.89,48,Sitio_Web,1,140.5
1637.35,172,Sitio_Web,0,116.1
1014.37,74,Sitio_Web,0,44.6
7507.44,39,Plataforma_SaaS,0,350.8
5202.71,77,App_Movil,0,287.1
3620.75,62,Sitio_Web,0,218.8
2130.92,111,Sitio_Web,1,101.1
9483.0,107,App_Movil,1,428.9
11264.57,57,App_Movil,0,618.1
6672.36,80,App_Movil,0,359.3
10442.99,177,Plataforma_SaaS,0,499.4
7654.06,127,App_Movil,0,419.2
23345.51,149,Plataforma_SaaS,0,1117.9
21478.74,172,Plataforma_SaaS,0,1042.4
1010.66,149,Sitio_Web,1,70.8
19466.31,11,Plataforma_SaaS,0,925.5
2630.07,89,Sitio_Web,0,145.3
23334.34,57,Plataforma_SaaS,0,1123.8
1191.94,16,Sitio_Web,0,58.7
16612.65,146,Plataforma_SaaS,0,784.4
22830.33,10,Plataforma_SaaS,1,892.7
14380.43,101,Plataforma_SaaS,0,686.4
15675.91,152,Plataforma_SaaS,1,626.7
1025.47,86,Sitio_Web,0,56.4
1690.06,42,Sitio_Web,0,115.3
5920.56,31,App_Movil,0,332.9
3824.39,104,Sitio_Web,1,210.5
5544.01,170,App_Movil,0,299.8
2274.78,107,Sitio_Web,1,125.6
19083.48,15,Plataforma_SaaS,0,919.1
4459.65,67,App_Movil,1,202.8
15755.96,59,Plataforma_SaaS,0,751.6
3163.32,152,Sitio_Web,1,135.5
22603.39,177,Plataforma_SaaS,0,1091.3
18272.67,169,Plataforma_SaaS,1,742.4
9021.48,69,App_Movil,0,471.9
4136.55,127,App_Movil,0,223.3
24023.98,111,Plataforma_SaaS,0,1163.1
1224.24,10,Sitio_Web,1,57.6
9972.06,99,App_Movil,0,550.4
1647.41,175,Sitio_Web,1,81.0
3787.5,179,Sitio_Web,0,222.0
3103.87,34,Sitio_Web,0,198.7
3212.2,176,Sitio_Web,0,183.4
1500.99,86,Sitio_Web,1,67.8
2217.73,82,Sitio_Web,1,101.9
18120.64,122,Plataforma_SaaS,1,713.4
9929.76,75,App_Movil,0,537.7
8871.27,104,Plataforma_SaaS,1,349.7
11661.29,7,App_Movil,1,529.6
3648.71,173,Sitio_Web,0,201.6
5433.14,102,App_Movil,1,233.3
10404.84,23,App_Movil,1,468.7
2458.64,118,Sitio_Web,1,137.6
7156.26,97,App_Movil,1,325.8
1806.19,94,Sitio_Web,0,102.5
8228.72,169,App_Movil,0,429.5
9569.0,180,App_Movil,1,424.1
2114.99,176,Sitio_Web,0,126.5
2813.5,173,Sitio_Web,1,117.1
19587.63,96,Plataforma_SaaS,1,771.4
9400.1,55,App_Movil,1,415.6
966.29,44,Sitio_Web,1,45.7
22475.46,157,Plataforma_SaaS,0,1078.3
2266.41,156,Sitio_Web,0,129.9
5361.74,138,App_Movil,0,294.6
11351.76,65,Plataforma_SaaS,0,546.1
2345.65,74,Sitio_Web,0,137.0
3637.86,136,Sitio_Web,0,224.7
2010.71,55,Sitio_Web,1,106.2
3199.12,132,Sitio_Web,1,145.4
1109.82,165,Sitio_Web,0,66.3
7284.51,117,App_Movil,0,402.3
3973.4,174,Sitio_Web,1,209.2
9933.94,54,App_Movil,0,540.1
10789.51,57,Plataforma_SaaS,0,515.6
16025.95,49,Plataforma_SaaS,0,773.5
5102.62,104,App_Movil,0,283.6
2110.59,130,Sitio_Web,0,127.8
10020.76,86,App_Movil,1,453.2
9941.02,117,App_Movil,0,534.3
5052.9,149,App_Movil,0,259.5
3751.11,33,Sitio_Web,0,223.3
17666.23,164,Plataforma_SaaS,0,841.2
6419.32,170,App_Movil,1,282.1
2406.19,119,Sitio_Web,1,134.6
2736.23,92,Sitio_Web,1,146.3
8039.01,120,App_Movil,0,417.2
15755.29,130,Plataforma_SaaS,1,619.4
7544.4,55,App_Movil,1,335.9
10175.41,82,Plataforma_SaaS,1,400.6
3400.75,61,Sitio_Web,0,207.2
7875.84,62,App_Movil,0,412.9
4179.72,101,App_Movil,0,235.3
3251.7,50,Sitio_Web,1,162.1
3783.82,165,Sitio_Web,0,223.6
24051.52,93,Plataforma_SaaS,0,1154.3
1980.86,90,Sitio_Web,1,94.9
4219.65,157,App_Movil,1,169.6
2458.88,162,Sitio_Web,1,123.1
1160.35,22,Sitio_Web,0,66.4
3788.76,171,Sitio_Web,1,179.9
10304.43,155,Plataforma_SaaS,0,505.6
11549.79,151,Plataforma_SaaS,0,561.1
14319.46,43,Plataforma_SaaS,0,711.7
6448.48,83,App_Movil,0,356.6
3342.92,153,Sitio_Web,0,194.1
7106.85,164,App_Movil,1,310.8
4536.91,51,App_Movil,0,240.1
11809.78,152,Plataforma_SaaS,1,465.7
2429.16,68,Sitio_Web,0,146.8
4327.09,170,App_Movil,0,218.3
2757.3,106,Sitio_Web,0,171.9
2610.39,58,Sitio_Web,0,157.5
9432.32,25,App_Movil,0,514.7
11439.34,115,App_Movil,0,606.3
3719.21,50,Sitio_Web,0,225.6
3827.44,13,Sitio_Web,0,242.6
5202.44,178,App_Movil,0,272.3
9368.18,123,Plataforma_SaaS,1,365.8
12440.98,74,Plataforma_SaaS,0,604.3
23111.53,40,Plataforma_SaaS,1,914.8
24496.96,75,Plataforma_SaaS,1,977.5
3549.84,61,Sitio_Web,1,192.2
3990.16,16,App_Movil,1,170.8
11526.85,48,App_Movil,0,637.9
2154.75,47,Sitio_Web,1,104.4
7167.59,128,Plataforma_SaaS,1,275.5
2215.66,144,Sitio_Web,0,139.0
7829.25,16,Plataforma_SaaS,0,376.9
7894.9,108,App_Movil,0,426.5
6046.99,134,App_Movil,1,264.4
7260.91,155,App_Movil,1,327.7
18037.07,142,Plataforma_SaaS,0,845.1
10819.21,98,App_Movil,0,586.4
8957.11,119,App_Movil,0,496.7
2188.96,84,Sitio_Web,0,113.7
10374.85,91,App_Movil,1,462.8
3697.86,36,Sitio_Web,0,213.1
4077.84,55,App_Movil,0,205.1
7787.4,15,App_Movil,0,400.0
5560.61,151,App_Movil,1,238.4
950.6,75,Sitio_Web,0,54.6
2939.35,64,Sitio_Web,1,158.5
10764.94,68,App_Movil,0,566.1
1321.29,58,Sitio_Web,0,82.2
3399.72,46,Sitio_Web,0,206.2
3530.87,172,Sitio_Web,0,228.6
23458.13,177,Plataforma_SaaS,0,1131.7
5387.57,69,App_Movil,1,248.7
3692.65,153,Sitio_Web,1,191.6
1826.12,56,Sitio_Web,1,82.1
2567.48,167,Sitio_Web,0,148.3
7909.13,147,Plataforma_SaaS,1,327.5
3394.93,84,App_Movil,0,162.8
3105.19,103,Sitio_Web,0,179.5
2222.34,49,Sitio_Web,0,120.0
1620.14,42,Sitio_Web,0,99.6
4713.72,128,App_Movil,1,207.9
19059.16,114,Plataforma_SaaS,0,921.1
801.28,16,Sitio_Web,0,47.0
3378.85,101,Sitio_Web,1,153.5
1053.6,12,Sitio_Web,0,48.2
10446.81,63,Plataforma_SaaS,0,501.4
2035.96,135,Sitio_Web,0,114.4
15727.46,77,Plataforma_SaaS,1,623.8
6194.96,27,App_Movil,1,288.2
1826.28,98,Sitio_Web,0,117.2
3884.53,133,Sitio_Web,0,251.0
2853.05,86,Sitio_Web,0,168.0
3210.9,62,App_Movil,1,138.1
14743.17,122,Plataforma_SaaS,0,711.9
10875.08,154,App_Movil,0,581.6
5713.11,31,App_Movil,0,303.2
1102.58,162,Sitio_Web,0,64.1
20650.93,11,Plataforma_SaaS,0,1007.8
17908.25,126,Plataforma_SaaS,1,723.4
2625.0,27,Sitio_Web,0,165.6
7964.38,24,Plataforma_SaaS,0,398.4
4264.49,63,App_Movil,1,200.9
8602.94,99,App_Movil,1,375.8
4870.41,25,App_Movil,0,271.9
16073.26,134,Plataforma_SaaS,0,781.7
7903.94,103,App_Movil,0,433.3
1707.22,137,Sitio_Web,1,83.4
3834.96,176,Sitio_Web,0,235.6
22164.35,27,Plataforma_SaaS,1,886.4
3111.6,46,Sitio_Web,1,145.8
1049.58,73,Sitio_Web,0,55.7
3955.17,159,App_Movil,0,220.6
7435.03,133,App_Movil,0,392.4
4446.42,61,App_Movil,0,232.0
24608.78,178,Plataforma_SaaS,0,1188.8
1307.26,115,Sitio_Web,1,66.7
2359.9,104,Sitio_Web,1,123.8
1965.19,118,Sitio_Web,0,105.6
18508.96,121,Plataforma_SaaS,1,745.9
4161.33,123,App_Movil,0,218.1
2177.01,93,Sitio_Web,0,120.5
11944.69,87,Plataforma_SaaS,0,568.3
22979.53,72,Plataforma_SaaS,1,932.8
7730.54,25,Plataforma_SaaS,1,305.6
23447.09,141,Plataforma_SaaS,1,959.9
3465.58,124,Sitio_Web,0,187.3
12356.27,48,Plataforma_SaaS,0,577.6
10103.62,48,App_Movil,0,558.8
7561.84,65,Plataforma_SaaS,0,378.7
11701.79,26,App_Movil,1,517.9
16478.71,79,Plataforma_SaaS,1,659.8
5729.53,23,App_Movil,1,265.0
1960.27,33,Sitio_Web,0,115.3
3597.65,8,App_Movil,0,195.8
24808.29,69,Plataforma_SaaS,0,1190.9
7707.26,68,Plataforma_SaaS,0,355.1
2895.7,106,Sitio_Web,0,170.3
2216.75,25,Sitio_Web,1,111.0
3836.53,23,Sitio_Web,1,192.9
5214.0,75,App_Movil,0,264.3
16577.56,173,Plataforma_SaaS,0,803.3
2343.54,123,Sitio_Web,0,141.9
9325.8,87,App_Movil,0,493.0
8224.18,45,Plataforma_SaaS,1,347.0
4744.1,42,App_Movil,0,252.7
4931.08,174,App_Movil,0,263.5
9643.36,179,App_Movil,0,527.2
4702.25,138,App_Movil,1,230.4
2635.17,159,Sitio_Web,0,164.9
4937.19,164,App_Movil,0,274.9
10754.62,35,App_Movil,0,570.7
23959.34,57,Plataforma_SaaS,1,959.2
7666.44,158,App_Movil,1,339.7
13341.56,20,Plataforma_SaaS,0,647.4
1548.98,75,Sitio_Web,1,85.4
3448.03,152,App_Movil,1,171.5
1659.2,176,Sitio_Web,1,61.4
2893.55,63,Sitio_Web,1,138.4
7802.55,18,App_Movil,1,364.1
23992.74,23,Plataforma_SaaS,0,1137.6
2068.09,36,Sitio_Web,1,111.5
9244.77,94,App_Movil,0,510.6
15807.81,105,Plataforma_SaaS,1,632.0
2440.24,29,Sitio_Web,0,132.2
5409.97,135,App_Movil,1,242.2
7094.56,85,App_Movil,1,333.8
7237.06,38,App_Movil,0,406.2
3061.26,15,Sitio_Web,1,155.1
3810.05,21,Sitio_Web,0,218.8
12927.78,162,Plataforma_SaaS,1,534.5
3379.8,158,App_Movil,0,190.7
2388.14,169,Sitio_Web,0,134.2
16800.3,33,Plataforma_SaaS,1,675.4
1339.01,115,Sitio_Web,0,83.3
9844.18,82,App_Movil,1,436.6
3951.77,154,Sitio_Web,0,240.6
24023.94,71,Plataforma_SaaS,0,1164.2
1430.74,115,Sitio_Web,0,82.9
3601.16,135,Sitio_Web,0,228.2
3054.38,16,Sitio_Web,0,165.7
2252.31,53,Sitio_Web,0,157.3
16731.0,129,Plataforma_SaaS,0,803.7
22292.8,65,Plataforma_SaaS,0,1080.8
2336.43,102,Sitio_Web,1,119.0
6358.87,109,App_Movil,1,277.9
7439.23,130,App_Movil,0,401.4
17424.34,92,Plataforma_SaaS,1,677.9
4701.7,152,App_Movil,0,260.8
3682.9,118,Sitio_Web,1,186.1
9067.68,180,App_Movil,1,406.1
8699.42,166,App_Movil,1,399.0
1118.39,33,Sitio_Web,0,67.5
8437.57,24,App_Movil,1,385.8
1187.07,173,Sitio_Web,0,80.8
8416.56,88,Plataforma_SaaS,1,331.2
2487.39,178,Sitio_Web,0,140.9
6625.07,78,App_Movil,1,280.9
8299.29,60,App_Movil,1,374.7
3803.0,168,App_Movil,1,175.7
2179.15,77,Sitio_Web,0,117.5
4573.08,170,App_Movil,1,220.0
11883.9,152,App_Movil,0,633.5
8050.35,44,App_Movil,1,341.2
9186.93,143,App_Movil,0,511.0
5928.76,41,App_Movil,0,300.4
8705.3,88,Plataforma_SaaS,0,427.5
3922.79,139,Sitio_Web,0,242.6
12152.66,148,Plataforma_SaaS,0,586.5
6814.27,164,App_Movil,0,362.7
2879.56,10,Sitio_Web,0,177.8
879.03,173,Sitio_Web,1,54.4
3392.83,159,Sitio_Web,1,159.8
16658.41,162,Plataforma_SaaS,0,809.4
5503.95,156,App_Movil,0,306.5
8108.94,165,Plataforma_SaaS,0,392.2
4462.49,29,App_Movil,0,235.6
11055.3,54,App_Movil,1,506.8
2995.28,154,Sitio_Web,1,154.8
1599.69,131,Sitio_Web,0,85.8
3590.41,172,App_Movil,0,190.2
3009.97,61,Sitio_Web,0,188.8
2631.7,74,Sitio_Web,1,132.7
6640.68,94,App_Movil,1,309.7
6272.5,7,App_Movil,0,335.3
10902.66,141,Plataforma_SaaS,0,513.3
19053.0,101,Plataforma_SaaS,1,784.1
11736.01,146,App_Movil,1,511.3
4581.44,112,App_Movil,0,242.4
8374.05,139,App_Movil,0,455.0
14635.33,114,Plataforma_SaaS,0,712.4
2229.4,48,Sitio_Web,0,140.2
5287.33,108,App_Movil,0,308.6
21852.43,130,Plataforma_SaaS,0,1047.7
2352.82,146,Sitio_Web,0,132.4
7890.65,109,App_Movil,0,423.9
5742.85,152,App_Movil,1,255.2
1381.79,80,Sitio_Web,0,82.2
1074.91,114,Sitio_Web,0,54.7
3085.18,128,Sitio_Web,0,193.0
1427.95,23,Sitio_Web,0,89.4
3008.24,77,Sitio_Web,1,137.8
14026.78,68,Plataforma_SaaS,0,683.0
2130.48,47,Sitio_Web,0,119.7
7222.6,125,App_Movil,1,313.2
1976.67,168,Sitio_Web,0,119.5
8811.16,51,Plataforma_SaaS,1,334.9
1790.82,64,Sitio_Web,0,113.3
8973.61,132,App_Movil,0,456.2
18984.12,168,Plataforma_SaaS,0,900.9
12152.04,50,Plataforma_SaaS,0,599.0
2272.33,21,Sitio_Web,1,106.7
10482.05,84,Plataforma_SaaS,1,414.2
4893.35,76,App_Movil,0,277.0
