id_proyecto,presupuesto_estimado,deadline_dias,cantidad_bugs,numero_desarrolladores,tipo_servicio,infraestructura_nube_previa,renovacion_contrato,horas_hombre_invertidas,fecha_entrega
PRJ-11419,61839.36,153,9,6,Portal Web,Sí,Sí,1638.3,2025-04-20
PRJ-11420,44768.56,165,13,7,Portal Web,Sí,No,1374.7,2025-04-20
PRJ-11421,57806.43,302,13,1,Portal Web,No,Sí,1373.3,2025-04-20
PRJ-11422,24508.7,129,11,1,Sistema SaaS,Sí,Sí,624.6,2025-04-20
PRJ-11423,75642.87,248,9,5,Portal Web,No,No,1861.6,2025-04-20
PRJ-11424,44756.64,133,2,5,Sistema SaaS,Sí,Sí,1193.0,2025-04-20
PRJ-11425,67349.31,330,7,1,Sistema SaaS,No,No,1463.6,2025-04-21
PRJ-11426,32378.43,126,2,7,Portal Web,Sí,Sí,1032.2,2025-04-21
PRJ-11427,12515.85,345,3,7,E-commerce,No,Sí,589.8,2025-04-21
PRJ-11428,55528.37,232,4,6,App Móvil,No,Sí,1431.6,2025-04-21
PRJ-11429,5581.97,50,6,7,Sistema SaaS,No,Sí,465.2,2025-04-21
PRJ-11430,40646.97,227,0,6,E-commerce,Sí,No,1093.8,2025-04-21
PRJ-11431,19460.14,141,7,2,Portal Web,Sí,Sí,566.9,2025-04-21
PRJ-11432,52053.16,178,2,5,Sistema SaaS,No,No,1284.5,2025-04-21
PRJ-11433,78456.49,272,6,7,App Móvil,No,No,1934.6,2025-04-21
PRJ-11434,39830.22,212,10,2,Portal Web,No,Sí,1012.2,2025-04-21
PRJ-11435,66312.37,313,9,5,E-commerce,Sí,Sí,1643.6,2025-04-21
PRJ-11436,43083.81,331,10,3,Sistema SaaS,Sí,Sí,1144.3,2025-04-21
PRJ-11437,42188.0,329,2,9,Portal Web,Sí,Sí,1279.2,2025-04-21
PRJ-11438,74781.76,118,8,1,Portal Web,No,Sí,1624.5,2025-04-21
PRJ-11439,71747.44,251,14,7,Portal Web,No,Sí,1943.0,2025-04-21
PRJ-11440,63935.03,277,9,4,E-commerce,No,Sí,1555.9,2025-04-21
PRJ-11441,27219.18,206,14,5,Portal Web,No,No,961.7,2025-04-21
PRJ-11442,45875.63,147,4,1,App Móvil,No,No,1013.5,2025-04-21
PRJ-11443,21792.29,203,2,5,App Móvil,No,No,637.1,2025-04-21
PRJ-11444,38293.75,248,2,8,App Móvil,No,No,1164.6,2025-04-21
PRJ-11445,41315.98,247,12,6,App Móvil,Sí,Sí,1239.0,2025-04-21
PRJ-11446,67373.0,348,3,2,E-commerce,No,No,1487.3,2025-04-21
PRJ-11447,72202.13,106,14,2,Sistema SaaS,Sí,Sí,1707.4,2025-04-21
PRJ-11448,36096.5,117,4,9,Portal Web,No,No,1180.5,2025-04-21
PRJ-11449,6327.83,107,4,1,App Móvil,No,Sí,220.6,2025-04-22
PRJ-11450,69633.04,230,7,2,E-commerce,No,No,1638.7,2025-04-22
PRJ-11451,18070.9,93,9,8,Portal Web,No,Sí,842.6,2025-04-22
PRJ-11452,51641.15,33,5,6,Portal Web,Sí,Sí,1318.6,2025-04-22
PRJ-11453,6872.82,112,4,3,Portal Web,Sí,Sí,282.8,2025-04-22
PRJ-11454,34962.99,222,1,3,App Móvil,No,Sí,857.1,2025-04-22
PRJ-11455,78947.02,35,13,9,App Móvil,No,Sí,2125.6,2025-04-22
PRJ-11456,12552.02,222,4,2,Portal Web,Sí,Sí,415.9,2025-04-22
PRJ-11457,36776.99,246,6,5,Portal Web,No,Sí,1040.6,2025-04-22
PRJ-11458,28036.25,51,10,7,E-commerce,Sí,Sí,1005.1,2025-04-22
PRJ-11459,72881.61,174,2,6,E-commerce,Sí,No,1728.6,2025-04-22
PRJ-11460,70200.51,314,13,1,Portal Web,No,No,1619.4,2025-04-22
PRJ-11461,22827.41,174,11,3,E-commerce,No,Sí,727.9,2025-04-22
PRJ-11462,11089.08,31,13,5,App Móvil,Sí,Sí,579.4,2025-04-22
PRJ-11463,52035.38,317,6,3,App Móvil,Sí,No,1224.4,2025-04-22
PRJ-11464,30227.65,254,12,3,Portal Web,No,Sí,925.0,2025-04-22
PRJ-11465,55406.33,243,0,5,Sistema SaaS,No,Sí,1347.3,2025-04-22
PRJ-11466,7408.98,195,12,8,App Móvil,Sí,No,642.6,2025-04-22
PRJ-11467,15004.94,170,5,8,Sistema SaaS,Sí,Sí,706.5,2025-04-22
PRJ-11468,56477.92,346,14,8,App Móvil,Sí,Sí,1657.8,2025-04-22
PRJ-11469,20927.8,93,0,6,Sistema SaaS,No,Sí,695.8,2025-04-22
PRJ-11470,69319.08,362,14,9,Sistema SaaS,Sí,No,1925.7,2025-04-22
PRJ-11471,9394.32,241,6,5,Sistema SaaS,Sí,Sí,481.8,2025-04-22
PRJ-11472,21161.15,318,5,7,E-commerce,Sí,No,747.0,2025-04-22
PRJ-11473,79892.02,127,12,1,E-commerce,No,No,1786.2,2025-04-23
PRJ-11474,37480.71,195,9,4,Sistema SaaS,No,No,1074.0,2025-04-23
PRJ-11475,57722.42,155,10,1,Portal Web,No,No,1286.9,2025-04-23
PRJ-11476,18699.73,186,14,2,E-commerce,No,Sí,628.5,2025-04-23
PRJ-11477,50740.16,279,14,6,App Móvil,Sí,Sí,1447.4,2025-04-23
PRJ-11478,59457.96,90,0,1,E-commerce,No,No,1206.1,2025-04-23
PRJ-11479,28585.75,61,8,9,E-commerce,Sí,Sí,1061.4,2025-04-23
PRJ-11480,67167.28,303,4,6,App Móvil,No,No,1628.3,2025-04-23
PRJ-11481,50256.32,330,10,8,App Móvil,No,Sí,1460.9,2025-04-23
PRJ-11482,34184.23,50,6,8,Sistema SaaS,Sí,Sí,1119.8,2025-04-23
PRJ-11483,46823.18,41,11,2,E-commerce,Sí,Sí,1168.1,2025-04-23
PRJ-11484,48257.06,273,0,2,Portal Web,Sí,Sí,1046.9,2025-04-23
PRJ-11485,17415.15,132,10,3,App Móvil,Sí,Sí,636.9,2025-04-23
PRJ-11486,35204.93,305,10,8,App Móvil,No,Sí,1202.4,2025-04-23
PRJ-11487,30757.29,36,7,8,E-commerce,Sí,No,1108.3,2025-04-23
PRJ-11488,35067.7,159,7,5,Portal Web,Sí,Sí,1007.4,2025-04-23
PRJ-11489,62083.29,328,14,2,E-commerce,Sí,Sí,1473.4,2025-04-23
PRJ-11490,41190.38,126,8,4,Sistema SaaS,No,Sí,1095.1,2025-04-23
PRJ-11491,75523.71,306,1,4,Portal Web,Sí,No,1752.9,2025-04-23
PRJ-11492,27025.73,314,5,7,E-commerce,No,Sí,890.5,2025-04-23
PRJ-11493,36177.77,317,9,4,App Móvil,Sí,No,1032.8,2025-04-23
PRJ-11494,64021.76,202,4,6,E-commerce,No,No,1572.7,2025-04-23
PRJ-11495,45951.84,361,14,2,Sistema SaaS,No,No,1167.9,2025-04-23
PRJ-11496,46027.11,234,5,2,Portal Web,No,Sí,1058.0,2025-04-23
PRJ-11497,9000.51,132,13,5,Portal Web,No,No,538.1,2025-04-24
PRJ-11498,34894.97,142,4,1,E-commerce,No,No,810.4,2025-04-24
PRJ-11499,25305.03,160,10,2,E-commerce,Sí,No,752.1,2025-04-24
PRJ-11500,79950.13,68,14,3,Portal Web,Sí,No,1924.6,2025-04-24
PRJ-11501,28126.63,336,0,9,E-commerce,Sí,Sí,968.2,2025-04-24
PRJ-11502,71337.24,37,1,9,App Móvil,No,No,1806.6,2025-04-24
PRJ-11503,55717.53,75,2,7,App Móvil,No,Sí,1456.6,2025-04-24
PRJ-11504,30568.73,223,6,5,Portal Web,No,No,924.0,2025-04-24
PRJ-11505,45765.08,35,9,2,App Móvil,Sí,No,1111.0,2025-04-24
PRJ-11506,68040.19,87,8,2,Portal Web,No,No,1580.0,2025-04-24
PRJ-11507,71252.62,198,1,8,App Móvil,No,Sí,1792.1,2025-04-24
PRJ-11508,17029.54,151,11,3,Sistema SaaS,Sí,Sí,592.6,2025-04-24
PRJ-11509,30467.99,278,14,7,App Móvil,No,Sí,1117.0,2025-04-24
PRJ-11510,30141.74,236,12,6,App Móvil,Sí,Sí,1038.5,2025-04-24
PRJ-11511,8153.36,144,13,6,Sistema SaaS,Sí,No,626.5,2025-04-24
PRJ-11512,49867.83,268,9,3,App Móvil,No,No,1253.4,2025-04-24
PRJ-11513,69111.5,83,0,6,App Móvil,Sí,Sí,1632.1,2025-04-24
PRJ-11514,33618.08,105,14,4,App Móvil,Sí,Sí,955.6,2025-04-24
PRJ-11515,60502.7,198,0,1,E-commerce,No,Sí,1212.0,2025-04-24
PRJ-11516,52077.53,77,3,8,Sistema SaaS,Sí,No,1423.0,2025-04-24
PRJ-11517,33173.66,253,8,9,App Móvil,Sí,Sí,1197.6,2025-04-24
PRJ-11518,15579.48,99,3,3,Portal Web,Sí,No,513.2,2025-04-24
PRJ-11519,58199.29,184,2,1,Portal Web,No,No,1222.9,2025-04-24
PRJ-11520,69092.39,76,9,1,Portal Web,Sí,No,1555.2,2025-04-24
PRJ-11521,56439.09,308,7,1,Sistema SaaS,No,Sí,1223.4,2025-04-25
PRJ-11522,6340.89,231,8,9,Portal Web,Sí,Sí,658.9,2025-04-25
PRJ-11523,21217.47,171,4,5,App Móvil,Sí,No,690.3,2025-04-25
PRJ-11524,10211.0,346,1,3,E-commerce,Sí,Sí,367.4,2025-04-25
PRJ-11525,47778.96,155,14,9,App Móvil,No,No,1542.0,2025-04-25
PRJ-11526,61735.83,361,3,9,App Móvil,Sí,No,1687.3,2025-04-25
PRJ-11527,13293.44,182,9,6,Portal Web,No,Sí,613.9,2025-04-25
PRJ-11528,67875.34,94,7,5,Portal Web,Sí,Sí,1651.8,2025-04-25
PRJ-11529,46663.17,125,1,1,E-commerce,Sí,No,1016.6,2025-04-25
PRJ-11530,56747.68,210,8,6,E-commerce,No,Sí,1513.6,2025-04-25
PRJ-11531,77855.14,207,12,5,Sistema SaaS,Sí,Sí,1899.1,2025-04-25
PRJ-11532,11276.07,158,10,9,Portal Web,Sí,Sí,759.9,2025-04-25
PRJ-11533,72591.8,68,12,7,Sistema SaaS,Sí,Sí,1884.7,2025-04-25
PRJ-11534,14457.7,329,13,3,Portal Web,No,Sí,548.5,2025-04-25
PRJ-11535,34471.91,162,11,5,App Móvil,Sí,Sí,1030.9,2025-04-25
PRJ-11536,68857.9,138,13,6,Portal Web,No,No,1800.8,2025-04-25
PRJ-11537,72969.07,101,14,2,App Móvil,Sí,No,1687.3,2025-04-25
PRJ-11538,42977.88,237,12,7,Portal Web,Sí,No,1340.8,2025-04-25
PRJ-11539,49557.85,94,4,9,E-commerce,Sí,Sí,1426.4,2025-04-25
PRJ-11540,58111.05,270,11,9,Portal Web,No,No,1698.4,2025-04-25
PRJ-11541,67456.9,108,14,5,App Móvil,No,No,1753.3,2025-04-25
PRJ-11542,14113.34,117,6,8,Sistema SaaS,No,Sí,760.4,2025-04-25
PRJ-11543,65755.2,207,4,9,E-commerce,Sí,No,1782.9,2025-04-25
PRJ-11544,41095.71,291,2,6,E-commerce,Sí,Sí,1108.3,2025-04-25
PRJ-11545,38796.76,95,1,4,E-commerce,Sí,No,943.3,2025-04-26
PRJ-11546,36792.48,354,2,4,App Móvil,No,No,908.6,2025-04-26
PRJ-11547,43190.87,134,13,3,Portal Web,Sí,No,1130.3,2025-04-26
PRJ-11548,75878.79,127,1,9,Portal Web,No,No,1930.8,2025-04-26
PRJ-11549,46115.28,125,1,6,Sistema SaaS,No,Sí,1234.4,2025-04-26
PRJ-11550,76488.32,75,12,8,E-commerce,No,No,2030.5,2025-04-26
PRJ-11551,18521.76,60,1,2,Sistema SaaS,No,Sí,458.4,2025-04-26
PRJ-11552,59310.2,233,11,4,E-commerce,No,No,1501.1,2025-04-26
PRJ-11553,65917.97,177,10,2,E-commerce,Sí,Sí,1569.6,2025-04-26
PRJ-11554,55934.66,161,1,3,Portal Web,Sí,No,1246.8,2025-04-26
PRJ-11555,50519.17,215,7,2,Sistema SaaS,Sí,No,1195.8,2025-04-26
PRJ-11556,47360.96,218,12,9,Portal Web,No,Sí,1487.2,2025-04-26
PRJ-11557,69569.79,156,4,9,E-commerce,Sí,Sí,1849.4,2025-04-26
PRJ-11558,66623.49,326,12,6,App Móvil,Sí,Sí,1762.4,2025-04-26
PRJ-11559,14171.65,338,8,7,Sistema SaaS,No,Sí,728.8,2025-04-26
PRJ-11560,68644.07,116,10,5,Sistema SaaS,Sí,No,1716.5,2025-04-26
PRJ-11561,36055.15,150,12,1,Portal Web,No,No,938.5,2025-04-26
PRJ-11562,24027.26,361,14,4,E-commerce,Sí,Sí,838.7,2025-04-26
PRJ-11563,70232.64,333,11,4,Portal Web,Sí,No,1684.2,2025-04-26
PRJ-11564,37401.86,164,4,8,Sistema SaaS,Sí,Sí,1151.1,2025-04-26
PRJ-11565,65627.35,357,0,5,App Móvil,No,Sí,1595.7,2025-04-26
PRJ-11566,24755.27,228,7,3,E-commerce,No,Sí,711.2,2025-04-26
PRJ-11567,5294.7,200,2,1,App Móvil,Sí,Sí,167.0,2025-04-26
PRJ-11568,42159.44,289,9,1,App Móvil,Sí,Sí,988.3,2025-04-26
PRJ-11569,12517.12,153,10,5,App Móvil,No,Sí,583.7,2025-04-27
PRJ-11570,61578.2,271,9,8,Portal Web,No,No,1665.2,2025-04-27
PRJ-11571,25705.64,100,14,9,Sistema SaaS,No,No,1029.7,2025-04-27
PRJ-11572,38273.42,88,1,2,Portal Web,No,No,848.1,2025-04-27
PRJ-11573,11527.52,138,12,5,E-commerce,Sí,Sí,590.8,2025-04-27
PRJ-11574,26499.44,70,5,4,E-commerce,Sí,No,783.8,2025-04-27
PRJ-11575,63611.77,315,3,3,App Móvil,No,Sí,1434.0,2025-04-27
PRJ-11576,16369.09,175,3,8,App Móvil,Sí,No,726.6,2025-04-27
PRJ-11577,53536.97,315,13,2,E-commerce,Sí,No,1287.2,2025-04-27
PRJ-11578,73806.94,81,12,2,E-commerce,No,No,1667.3,2025-04-27
PRJ-11579,55987.76,205,8,5,App Móvil,No,Sí,1449.4,2025-04-27
PRJ-11580,65826.63,308,9,1,E-commerce,No,No,1485.8,2025-04-27
PRJ-11581,13172.87,194,13,7,App Móvil,No,Sí,759.0,2025-04-27
PRJ-11582,23804.89,356,11,9,App Móvil,Sí,No,1043.2,2025-04-27
PRJ-11583,72090.41,281,7,2,App Móvil,No,No,1648.8,2025-04-27
PRJ-11584,58632.92,132,2,1,App Móvil,No,Sí,1258.8,2025-04-27
PRJ-11585,52966.54,82,8,9,Sistema SaaS,No,Sí,1546.1,2025-04-27
PRJ-11586,54782.51,284,12,2,E-commerce,No,No,1336.7,2025-04-27
PRJ-11587,36065.04,202,0,9,E-commerce,No,Sí,1118.3,2025-04-27
PRJ-11588,8341.75,280,14,8,E-commerce,Sí,No,689.1,2025-04-27
PRJ-11589,63833.12,206,14,7,App Móvil,No,No,1769.5,2025-04-27
PRJ-11590,55903.49,78,11,1,Portal Web,No,Sí,1326.7,2025-04-27
PRJ-11591,40460.33,140,13,4,Portal Web,No,No,1164.2,2025-04-27
PRJ-11592,72481.97,239,6,7,Sistema SaaS,No,Sí,1836.4,2025-04-27
PRJ-11593,30211.97,277,14,6,E-commerce,Sí,No,1044.7,2025-04-28
PRJ-11594,27074.13,204,6,1,App Móvil,No,No,667.5,2025-04-28
PRJ-11595,70459.72,136,12,7,App Móvil,No,Sí,1897.7,2025-04-28
PRJ-11596,64774.07,182,11,2,Sistema SaaS,No,No,1563.9,2025-04-28
PRJ-11597,43623.49,184,1,8,Sistema SaaS,Sí,Sí,1247.7,2025-04-28
PRJ-11598,14805.11,169,6,2,App Móvil,Sí,No,453.0,2025-04-28
PRJ-11599,21130.36,180,6,4,Portal Web,Sí,Sí,678.6,2025-04-28
PRJ-11600,54217.1,302,14,6,E-commerce,No,Sí,1548.1,2025-04-28
PRJ-11601,33878.09,73,8,8,App Móvil,No,No,1146.6,2025-04-28
PRJ-11602,67735.49,100,5,3,Sistema SaaS,Sí,Sí,1536.9,2025-04-28
PRJ-11603,76246.63,154,9,6,App Móvil,Sí,No,1903.2,2025-04-28
PRJ-11604,65422.77,181,10,6,Portal Web,Sí,No,1698.9,2025-04-28
PRJ-11605,33315.91,345,9,1,App Móvil,No,Sí,803.1,2025-04-28
PRJ-11606,64151.48,338,8,6,Sistema SaaS,Sí,Sí,1632.6,2025-04-28
PRJ-11607,31358.13,249,2,1,Sistema SaaS,No,Sí,665.9,2025-04-28
PRJ-11608,17532.51,244,7,9,App Móvil,No,No,836.0,2025-04-28
PRJ-11609,7504.49,359,3,4,Sistema SaaS,Sí,Sí,394.4,2025-04-28
PRJ-11610,33928.75,173,13,5,Portal Web,Sí,Sí,1085.0,2025-04-28
PRJ-11611,72766.95,136,10,1,E-commerce,Sí,Sí,1619.7,2025-04-28
PRJ-11612,22923.99,310,0,1,E-commerce,Sí,No,548.1,2025-04-28
PRJ-11613,20488.49,351,6,9,E-commerce,Sí,No,885.4,2025-04-28
PRJ-11614,77736.56,335,12,6,Sistema SaaS,No,No,1960.2,2025-04-28
PRJ-11615,6875.31,354,2,6,Portal Web,No,Sí,382.1,2025-04-28
PRJ-11616,63933.66,363,3,5,Portal Web,Sí,Sí,1544.7,2025-04-28
PRJ-11617,29102.75,93,2,6,App Móvil,No,No,853.7,2025-04-29
PRJ-11618,7811.6,313,5,8,App Móvil,Sí,Sí,612.5,2025-04-29
PRJ-11619,73835.19,294,9,7,App Móvil,No,No,1868.6,2025-04-29
PRJ-11620,15473.17,35,12,7,Portal Web,Sí,No,800.6,2025-04-29
PRJ-11621,46383.45,197,0,9,Portal Web,No,Sí,1337.8,2025-04-29
PRJ-11622,25554.07,202,12,9,App Móvil,Sí,Sí,1031.4,2025-04-29
PRJ-11623,9889.46,148,9,9,Portal Web,No,Sí,669.3,2025-04-29
PRJ-11624,8744.19,255,14,1,E-commerce,Sí,No,397.1,2025-04-29
PRJ-11625,13666.75,203,12,6,App Móvil,Sí,Sí,664.3,2025-04-29
PRJ-11626,10352.53,158,14,5,App Móvil,No,No,550.8,2025-04-29
PRJ-11627,62041.86,216,6,8,Sistema SaaS,Sí,No,1722.3,2025-04-29
PRJ-11628,41417.47,92,9,8,Sistema SaaS,Sí,No,1318.1,2025-04-29
PRJ-11629,30716.91,303,13,8,App Móvil,No,No,1101.7,2025-04-29
PRJ-11630,36377.67,115,7,5,E-commerce,No,No,991.1,2025-04-29
PRJ-11631,74671.01,239,2,1,Portal Web,Sí,No,1591.9,2025-04-29
PRJ-11632,73306.39,222,8,4,E-commerce,Sí,Sí,1708.3,2025-04-29
PRJ-11633,58675.74,267,1,7,E-commerce,No,Sí,1503.0,2025-04-29
PRJ-11634,71351.18,49,14,2,Portal Web,No,Sí,1696.0,2025-04-29
PRJ-11635,28973.6,211,9,7,Sistema SaaS,Sí,No,989.6,2025-04-29
PRJ-11636,33583.2,77,10,5,Portal Web,Sí,Sí,992.2,2025-04-29
PRJ-11637,51028.41,257,9,6,E-commerce,Sí,No,1351.0,2025-04-29
PRJ-11638,51771.95,83,8,6,Portal Web,No,Sí,1412.9,2025-04-29
PRJ-11639,41127.49,131,11,5,Sistema SaaS,Sí,Sí,1239.1,2025-04-29
PRJ-11640,35049.34,118,4,7,Portal Web,No,No,1035.3,2025-04-29
PRJ-11641,78963.52,173,5,4,Portal Web,No,Sí,1794.4,2025-04-30
PRJ-11642,66584.27,177,13,1,Portal Web,No,No,1552.1,2025-04-30
PRJ-11643,37623.51,259,1,9,E-commerce,No,Sí,1108.5,2025-04-30
PRJ-11644,59546.94,332,4,7,Portal Web,No,Sí,1534.2,2025-04-30
PRJ-11645,25217.13,279,5,9,Portal Web,Sí,Sí,974.6,2025-04-30
PRJ-11646,12512.7,254,4,9,Sistema SaaS,Sí,Sí,682.6,2025-04-30
PRJ-11647,31432.33,190,13,7,Sistema SaaS,No,Sí,1112.6,2025-04-30
PRJ-11648,35222.96,197,3,2,Sistema SaaS,No,No,840.8,2025-04-30
PRJ-11649,6240.28,139,7,2,Portal Web,No,Sí,301.7,2025-04-30
PRJ-11650,66109.4,290,1,4,App Móvil,No,Sí,1495.2,2025-04-30
PRJ-11651,31939.51,202,14,9,Sistema SaaS,No,No,1201.5,2025-04-30
PRJ-11652,48531.36,326,0,7,Portal Web,No,Sí,1287.6,2025-04-30
PRJ-11653,10547.24,272,1,9,Sistema SaaS,Sí,No,633.2,2025-04-30
PRJ-11654,18124.76,238,12,4,Sistema SaaS,Sí,Sí,722.2,2025-04-30
PRJ-11655,71727.03,272,10,9,Portal Web,No,No,1977.8,2025-04-30
PRJ-11656,50651.56,283,3,7,E-commerce,Sí,No,1354.6,2025-04-30
PRJ-11657,76271.3,111,0,8,Sistema SaaS,Sí,Sí,1899.5,2025-04-30
PRJ-11658,79906.25,60,8,1,App Móvil,Sí,Sí,1754.9,2025-04-30
PRJ-11659,32889.51,33,12,9,E-commerce,Sí,Sí,1190.4,2025-04-30
PRJ-11660,27410.23,223,0,8,E-commerce,Sí,No,922.8,2025-04-30
PRJ-11661,69376.7,85,4,1,App Móvil,Sí,Sí,1474.6,2025-04-30
PRJ-11662,79895.86,290,7,8,Sistema SaaS,Sí,Sí,2049.2,2025-04-30
PRJ-11663,52223.09,110,8,5,Portal Web,Sí,No,1390.7,2025-04-30
PRJ-11664,64635.55,83,8,3,Sistema SaaS,No,No,1549.4,2025-04-30
PRJ-11665,63630.94,125,7,8,E-commerce,No,Sí,1694.9,2025-05-01
PRJ-11666,31650.48,286,5,3,App Móvil,No,No,800.2,2025-05-01
PRJ-11667,48070.28,233,5,8,Portal Web,Sí,Sí,1425.9,2025-05-01
PRJ-11668,67479.27,240,12,5,E-commerce,Sí,Sí,1763.2,2025-05-01
PRJ-11669,56608.54,358,11,8,E-commerce,No,Sí,1642.5,2025-05-01
PRJ-11670,6587.29,346,8,3,Sistema SaaS,Sí,Sí,355.3,2025-05-01
PRJ-11671,30252.93,155,1,6,Sistema SaaS,Sí,No,879.7,2025-05-01
PRJ-11672,15835.68,36,2,6,App Móvil,Sí,Sí,586.2,2025-05-01
PRJ-11673,22472.92,154,5,4,E-commerce,Sí,No,694.9,2025-05-01
PRJ-11674,72911.71,300,7,5,App Móvil,Sí,Sí,1764.2,2025-05-01
PRJ-11675,7767.0,137,6,7,E-commerce,No,Sí,540.0,2025-05-01
PRJ-11676,21485.05,289,7,1,App Móvil,Sí,Sí,529.9,2025-05-01
PRJ-11677,28217.7,348,4,8,App Móvil,Sí,Sí,996.2,2025-05-01
PRJ-11678,51266.31,99,8,3,App Móvil,Sí,Sí,1267.5,2025-05-01
PRJ-11679,45057.63,67,5,7,App Móvil,No,Sí,1287.6,2025-05-01
PRJ-11680,21370.21,204,11,9,Portal Web,Sí,No,919.8,2025-05-01
PRJ-11681,17318.08,217,13,2,Portal Web,Sí,No,554.4,2025-05-01
PRJ-11682,22759.85,256,9,7,E-commerce,No,Sí,850.7,2025-05-01
PRJ-11683,42689.72,287,12,1,App Móvil,Sí,Sí,1062.1,2025-05-01
PRJ-11684,25338.33,226,1,5,E-commerce,Sí,No,731.5,2025-05-01
PRJ-11685,76070.19,37,5,7,App Móvil,Sí,Sí,1870.5,2025-05-01
PRJ-11686,39789.89,80,10,5,Sistema SaaS,Sí,Sí,1157.1,2025-05-01
PRJ-11687,9409.7,251,3,5,E-commerce,Sí,Sí,441.1,2025-05-01
PRJ-11688,59694.98,48,4,6,E-commerce,No,No,1521.2,2025-05-01
PRJ-11689,29663.4,276,4,6,E-commerce,Sí,Sí,885.8,2025-05-02
PRJ-11690,54011.67,60,0,2,Portal Web,Sí,No,1169.6,2025-05-02
PRJ-11691,25969.58,109,9,9,App Móvil,Sí,No,1065.8,2025-05-02
PRJ-11692,47805.78,51,4,3,E-commerce,No,No,1170.1,2025-05-02
PRJ-11693,62911.44,318,9,1,App Móvil,No,No,1391.4,2025-05-02
PRJ-11694,74600.66,271,10,1,App Móvil,Sí,Sí,1650.1,2025-05-02
PRJ-11695,24584.54,243,8,9,Sistema SaaS,Sí,No,1013.0,2025-05-02
PRJ-11696,30114.27,229,14,6,Sistema SaaS,Sí,No,1042.5,2025-05-02
PRJ-11697,39819.98,194,7,7,Sistema SaaS,Sí,No,1204.2,2025-05-02
PRJ-11698,74538.11,169,7,2,Portal Web,No,Sí,1699.4,2025-05-02
PRJ-11699,72604.01,349,2,1,App Móvil,No,Sí,1526.5,2025-05-02
PRJ-11700,11740.87,314,8,2,E-commerce,No,No,406.0,2025-05-02
PRJ-11701,14894.74,42,8,3,E-commerce,Sí,Sí,560.3,2025-05-02
PRJ-11702,42163.19,55,9,3,Sistema SaaS,Sí,No,1065.7,2025-05-02
PRJ-11703,12996.45,51,14,8,E-commerce,Sí,Sí,787.4,2025-05-02
PRJ-11704,30918.57,105,6,4,Portal Web,No,Sí,855.9,2025-05-02
PRJ-11705,16128.9,121,5,1,Sistema SaaS,Sí,No,397.8,2025-05-02
PRJ-11706,52703.03,358,8,2,Portal Web,Sí,Sí,1237.5,2025-05-02
PRJ-11707,76212.16,295,10,9,Sistema SaaS,Sí,No,2050.8,2025-05-02
PRJ-11708,79755.03,77,5,2,Portal Web,Sí,No,1738.8,2025-05-02
PRJ-11709,33143.08,199,2,9,E-commerce,Sí,No,1116.9,2025-05-02
PRJ-11710,49925.95,274,14,5,E-commerce,No,No,1372.5,2025-05-02
PRJ-11711,69220.07,257,5,4,Portal Web,No,Sí,1633.4,2025-05-02
PRJ-11712,13809.66,216,10,4,App Móvil,No,No,545.9,2025-05-02
PRJ-11713,56717.33,197,1,3,E-commerce,Sí,No,1341.3,2025-05-03
PRJ-11714,35663.27,232,1,2,E-commerce,No,Sí,798.9,2025-05-03
PRJ-11715,20460.96,35,11,8,Sistema SaaS,No,No,860.7,2025-05-03
PRJ-11716,35206.52,161,6,6,App Móvil,Sí,Sí,1040.3,2025-05-03
PRJ-11717,10697.02,274,7,9,E-commerce,No,No,708.6,2025-05-03
PRJ-11718,57155.54,120,6,2,Portal Web,Sí,No,1327.2,2025-05-03
PRJ-11719,23955.7,340,4,1,App Móvil,Sí,No,598.9,2025-05-03
PRJ-11720,28355.42,155,3,8,App Móvil,Sí,No,978.7,2025-05-03
PRJ-11721,14081.1,271,7,8,Sistema SaaS,No,Sí,746.6,2025-05-03
PRJ-11722,69849.43,278,11,5,Sistema SaaS,No,Sí,1781.6,2025-05-03
PRJ-11723,42008.32,36,8,2,E-commerce,Sí,Sí,1032.4,2025-05-03
PRJ-11724,47911.02,117,6,5,Sistema SaaS,Sí,Sí,1236.2,2025-05-03
PRJ-11725,47707.45,115,0,8,App Móvil,No,No,1316.4,2025-05-03
PRJ-11726,35786.98,174,3,4,Portal Web,No,Sí,913.8,2025-05-03
PRJ-11727,19439.74,360,12,2,Sistema SaaS,No,No,649.0,2025-05-03
PRJ-11728,60884.96,227,3,3,Sistema SaaS,No,No,1418.7,2025-05-03
PRJ-11729,14529.22,193,9,3,Portal Web,No,No,565.2,2025-05-03
PRJ-11730,12790.53,174,2,9,App Móvil,Sí,No,656.0,2025-05-03
PRJ-11731,58260.88,30,3,3,App Móvil,No,Sí,1362.8,2025-05-03
PRJ-11732,20662.78,149,8,1,Sistema SaaS,No,Sí,539.9,2025-05-03
PRJ-11733,28007.96,96,12,7,Sistema SaaS,Sí,No,1028.4,2025-05-03
PRJ-11734,40642.06,78,0,1,Portal Web,Sí,No,878.5,2025-05-03
PRJ-11735,38701.35,336,14,6,Sistema SaaS,Sí,No,1176.1,2025-05-03
PRJ-11736,58143.43,356,1,4,App Móvil,No,No,1376.4,2025-05-03
PRJ-11737,51757.38,316,6,7,App Móvil,Sí,Sí,1383.5,2025-05-04
PRJ-11738,53329.71,53,13,7,Portal Web,No,No,1532.6,2025-05-04
